layer, center, hexagon,,,,,,, binCount, mdtCount, population
3,POINT (105.85173878365187 21.025056994558838),POLYGON ((105.85285130987101 21.026855631677126, 105.85396380924163 21.02505698009046, 105.85285128302365 21.023258350206362, 105.85062628428008 21.023258350206362, 105.84951375806209 21.02505698009046, 105.85062625743271 21.026855631677126, 105.85285130987101 21.026855631677126)),8,17,101.2717128
3,POINT (105.85841386046079 21.03225168770766),POLYGON ((105.85952644039267 21.03405032482459, 105.86063899346468 21.03225167323386, 105.85952641353394 21.03045304335383, 105.85730130738762 21.03045304335383, 105.85618872745688 21.03225167323386, 105.85730128052889 21.03405032482459, 105.85952644039267 21.03405032482459)),4,6,291.1602055
3,POINT (105.86508881644248 21.02505718986766),POLYGON ((105.86620134266309 21.026855826985944, 105.86731384203516 21.025057175399287, 105.86620131581572 21.023258545515183, 105.86397631706924 21.023258545515183, 105.8628637908498 21.025057175399287, 105.86397629022187 21.026855826985944, 105.86620134266309 21.026855826985944)),0,null,null
3,POINT (105.84506358603558 21.02145964796739),POLYGON ((105.84617608540688 21.023258285086357, 105.84728855793534 21.021459633501728, 105.8461760585652 21.019661003615596, 105.84395111350597 21.019661003615596, 105.84283861413583 21.021459633501728, 105.84395108666428 21.023258285086357, 105.84617608540688 21.023258285086357)),5,5,51.34176011
3,POINT (105.848401003624 21.0196609746854),POLYGON ((105.84951348957351 21.021459611804705, 105.850625948683 21.019660960221092, 105.84951346273466 21.017862330333944, 105.84728854451335 21.017862330333944, 105.846176058565 21.019660960221092, 105.8472885176745 21.021459611804705, 105.84951348957351 21.021459611804705)),2,3,111.4016522
3,POINT (105.84172608792214 21.02685553762494),POLYGON ((105.84283862756638 21.028654174742886, 105.84395114035925 21.026855523155206, 105.84283860071618 21.025056893272126, 105.84061357512812 21.025056893272126, 105.83950103548504 21.026855523155206, 105.84061354827791 21.028654174742886, 105.84283862756638 21.028654174742886)),1,1,38.11439888
3,POINT (105.85507624150286 21.019661104898244),POLYGON ((105.85618872745334 21.021459742017548, 105.85730118656382 21.01966109043394, 105.8561887006145 21.017862460546787, 105.85396378239122 21.017862460546787, 105.85285129644191 21.01966109043394, 105.85396375555239 21.021459742017548, 105.85618872745334 21.021459742017548)),0,null,null
3,POINT (105.84506358603556 21.028654210909487),POLYGON ((105.8461761391073 21.030452848027096, 105.8472886653248 21.028654196438396, 105.84617611225424 21.026855566556332, 105.84395105981693 21.026855566556332, 105.84283850674638 21.028654196438396, 105.84395103296387 21.030452848027096, 105.8461761391073 21.030452848027096)),1,1,0.32
3,POINT (105.84840128553692 21.034050165683887),POLYGON ((105.84951387889912 21.035848802800476, 105.85062644539856 21.034050151208728, 105.84951385203753 21.032251521329716, 105.84728871903634 21.032251521329716, 105.84617612567531 21.034050151208728, 105.84728869217476 21.035848802800476, 105.84951387889912 21.035848802800476)),5,6,229.9328731
3,POINT (105.86175139884823 21.02685579805671),POLYGON ((105.8628639384944 21.028654435174662, 105.8639764512892 21.02685578358698, 105.8628639116442 21.025057153703898, 105.86063888605227 21.025057153703898, 105.85952634640725 21.02685578358698, 105.86063885920206 21.028654435174662, 105.8628639384944 21.028654435174662)),3,4,181.8421652
3,POINT (105.86508881644247 21.028654471338704),POLYGON ((105.86620136951612 21.030453108456317, 105.86731389573558 21.02865445686762, 105.86620134266309 21.026855826985557, 105.86397629022187 21.026855826985557, 105.86286373714938 21.02865445686762, 105.86397626336884 21.030453108456317, 105.86620136951612 21.030453108456317)),0,null,null
3,POINT (105.86175139884824 21.02325851658567),POLYGON ((105.8628639116442 21.025057153704292, 105.86397639759448 21.023258502118647, 105.86286388479968 21.02145987223353, 105.86063891289679 21.02145987223353, 105.85952640010197 21.023258502118647, 105.86063888605227 21.025057153704292, 105.8628639116442 21.025057153704292)),4,5,363.6248339
3,POINT (105.86175119750294 21.034050426107004),POLYGON ((105.86286379086704 21.035849063223594, 105.86397635736843 21.034050411631846, 105.86286376400547 21.032251781752834, 105.86063863100038 21.032251781752834, 105.85952603763742 21.034050411631846, 105.86063860413881 21.035849063223594, 105.86286379086704 21.035849063223594)),0,null,null
3,POINT (105.85507620124173 21.037647577349457),POLYGON ((105.85618882147213 21.03944621446537, 105.85730141483411 21.037647562871587, 105.85618879460488 21.035848932994607, 105.8539636078786 21.035848932994607, 105.85285098764935 21.037647562871587, 105.85396358101134 21.03944621446537, 105.85618882147213 21.03944621446537)),1,2,91.221843
3,POINT (105.85507620124173 21.023258451465267),POLYGON ((105.85618871403722 21.025057088583896, 105.85730119998702 21.023258436998248, 105.8561886871927 21.021459807113136, 105.85396371529077 21.021459807113136, 105.85285120249644 21.023258436998248, 105.85396368844626 21.025057088583896, 105.85618871403722 21.025057088583896)),4,5,104.5975317
3,POINT (105.85173769600648 21.039446446044035),POLYGON ((105.85285032967435 21.04124508315961, 105.85396293647095 21.039446431564805, 105.85285030280426 21.03764780168884, 105.85062508920875 21.03764780168884, 105.84951245554204 21.039446431564805, 105.85062506233864 21.04124508315961, 105.85285032967435 21.04124508315961)),3,4,191.1959188
3,POINT (105.85507620124174 21.03045301440737),POLYGON ((105.8561887677433 21.032251651524632, 105.85730130738783 21.03045299993492, 105.8561887408874 21.02865437005387, 105.85396366159604 21.02865437005387, 105.85285109509562 21.03045299993492, 105.85396363474014 21.032251651524632, 105.8561887677433 21.032251651524632)),2,2,50.78764706
3,POINT (105.8517376960065 21.028654601630894),POLYGON ((105.85285024908113 21.0304532387485, 105.85396277530154 21.028654587159803, 105.85285022222808 21.026855957277736, 105.85062516978492 21.026855957277736, 105.84951261671146 21.028654587159803, 105.85062514293188 21.0304532387485, 105.85285024908113 21.0304532387485)),1,4,0.296296296
3,POINT (105.8517376960065 21.032251883101942),POLYGON ((105.85285027593986 21.03405052021887, 105.85396282901331 21.032251868628137, 105.85285024908113 21.030453238748105, 105.85062514293188 21.030453238748105, 105.84951256299969 21.032251868628137, 105.85062511607315 21.03405052021887, 105.85285027593986 21.03405052021887)),4,9,260.8670442
3,POINT (105.84840128553697 21.026855602741794),POLYGON ((105.84951382518166 21.02865423985974, 105.850626337975 21.026855588272063, 105.84951379833146 21.025056958388983, 105.84728877274242 21.025056958388983, 105.84617623309887 21.026855588272063, 105.84728874589221 21.02865423985974, 105.84951382518166 21.02865423985974)),4,5,53.47357788
3,POINT (105.85841345770474 21.0358490994134),POLYGON ((105.85952606450203 21.03764773652966, 105.86063864443373 21.035849084936896, 105.85952603763764 21.0340504550589, 105.85730087777189 21.0340504550589, 105.85618827097579 21.035849084936896, 105.85730085090749 21.03764773652966, 105.85952606450203 21.03764773652966)),1,1,11.87189189
3,POINT (105.84840128553694 21.023258321270752),POLYGON ((105.84951379833146 21.025056958389374, 105.85062628428028 21.02325830680373, 105.84951377148693 21.021459676918614, 105.84728879958695 21.021459676918614, 105.8461762867936 21.02325830680373, 105.84728877274242 21.025056958389374, 105.84951379833146 21.025056958389374)),1,1,0.090909091
3,POINT (105.85507559700963 21.04124505420001),POLYGON ((105.8561882441144 21.04304369131525, 105.85730086434512 21.041245039719428, 105.85618821724148 21.039446409844487, 105.85396297677777 21.039446409844487, 105.85285032967414 21.041245039719428, 105.85396294990484 21.04304369131525, 105.8561882441144 21.04304369131525)),0,null,null
3,POINT (105.85507620124174 21.03405029587841),POLYGON ((105.85618879460488 21.035848932995002, 105.85730136110529 21.03405028140325, 105.85618876774332 21.032251651524238, 105.85396363474015 21.032251651524238, 105.85285104137819 21.03405028140325, 105.8539636078786 21.035848932995002, 105.85618879460488 21.035848932995002)),2,2,113.912027
3,POINT (105.8450635860356 21.025056929438435),POLYGON ((105.84617611225424 21.026855566556723, 105.84728861162439 21.02505691497006, 105.84617608540688 21.023258285085962, 105.84395108666428 21.023258285085962, 105.84283856044678 21.02505691497006, 105.84395105981693 21.026855566556723, 105.84617611225424 21.026855566556723)),1,1,0.162162162
3,POINT (105.84506358603556 21.03225149238053),POLYGON ((105.84617616596601 21.034050129497466, 105.84728871903656 21.03225147790673, 105.84617613910729 21.030452848026698, 105.84395103296386 21.030452848026698, 105.84283845303459 21.03225147790673, 105.84395100610513 21.034050129497466, 105.84617616596601 21.034050129497466)),1,1,35.25061903
3,POINT (105.85841386046076 21.02865440623661),POLYGON ((105.85952641353394 21.030453043354225, 105.8606389397529 21.028654391765524, 105.8595263866809 21.02685576188346, 105.85730133424066 21.02685576188346, 105.85618878116865 21.028654391765524, 105.85730130738762 21.030453043354225, 105.85952641353394 21.030453043354225)),4,5,61.29767682
3,POINT (105.86508881644247 21.021459908396608),POLYGON ((105.86620131581572 21.023258545515574, 105.86731378834611 21.021459893930945, 105.86620128897404 21.019661264044814, 105.86397634391092 21.019661264044814, 105.86286384453885 21.021459893930945, 105.86397631706924 21.023258545515574, 105.86620131581572 21.023258545515574)),1,1,90.91304348
